url,type
loc.gov/rr/program/bib/presidents/garfield/index.html,benign
http://medianet.yartel.ru/dou/dou3/xmlrpc/bb/,phishing
soopercu.org/,benign
http://katproxy.com/fast-and-furious-7-2015-hd-ts-xvid-ac3-hq-hive-cm8-t10472303.html,benign
profilecanada.com/companydetail.cfm?company=836346_Association_Maritime_Du_Quebec_Saint-Hubert_QC,benign
http://babal.net/photos/201/%D9%81%D8%B3%D8%A7%D8%AA%D9%8A%D9%86-%D8%B2%D9%81%D8%A7%D9%81,benign
last.fm/music/Gwen+Stefani/_/Rich+Girl,benign
penwellgabelolathe.com/obituary-pg.asp?src=choice&obitid=50543&name=Mateusz+Jacek+Pluska&city=Olathe&st=KS,benign
lawandorder.wikia.com/wiki/Brian_Ackerman,benign
forums.comicbookresources.com/forumdisplay.php?f=15,benign
winnipegfreepress.com/sports/breakingnews/former-team-canada-captain-slams-plans-for-resort-project-near-boyhood-home-133905048.html,benign
trekweb.com/articles/2011/07/29/Roberto-Orci-and-Alex-Kurtzman-on-the-Star-Trek-XII-Release-Date-and-the-Possibility-of-Doing-the-Sequel-in-3D.shtml,benign
recordsbymail.com/artistPage.php?artistFirst=Charles&artistLast=Earland&sort=price&ascDesc=DESC,benign
esepc.com,phishing
enotes.com/topic/Tacoma_class_frigate,benign
www.tutok.sk/fastgl/,phishing
last.fm/music/Luba,benign
tulane.edu/socialwork/centers/institute-for-psychosocial-health.cfm,benign
https://www.paypal-rimborso.com/,phishing
ldrzoqj5-site.1tempurl.com,phishing
encyclopedia2.thefreedictionary.com/Tazzy+tiger,benign
jonathansbabyjournal.blogspot.com/,benign
athletics.georgefox.edu/sports/mbkb/coaches/index,benign
http://information-box.com/wp-content/plugins/footer.php,phishing
goliath.ecnext.com/coms2/product-compint-0001264355-page.html,benign
museesmontreal.org/main.php?l=e&d=1&i=17&t=musees,benign
en.wikipedia.org/wiki/Alex_Steffen,benign
amazon.com/Lewis-Carrolls-Symbolic-Logic-Carroll/dp/0517523833,benign
scribd.com/doc/32595565/Canada-Aviation-Museum-Sikorsky-HO4S-3-S-55-Horse,benign
worthwhile.typepad.com/worthwhile_canadian_initi/2010/07/a-question-for-maxime-bernier.html,benign
en.wiktionary.org/wiki/en_vogue,benign
http://mandan.com.tr/af343s612d/~Netflix-Meses-Gratis/,phishing
en.wikipedia.org/wiki/14th_Marine_Regiment_(United_States),benign
conceptsengineering.in/modules/mod_acepolls/index.html,benign
austinpartners.org/reading,benign
yidio.com/movie/deliver+us+from+eva/20483,benign
docs.sun.com/source/816-6408-10/,phishing
www.vorras.net/leads/,phishing
http://searchengineland.com/googles-impressive-conversational-search-goes-live-on-chrome-160445,benign
kprs.com/,benign
studentsmetro.com/textbooks/college-textbooks-for-sale/,benign
answers.yahoo.com/question/index?qid=20070714063603AAsSSgh,benign
watchlivechannels.com/teletoon-retro/,benign
usmm.org/matson.html,benign
asoglas.info/wp-includes/css/co-operativeinvestments.co.uk.htm/,benign
mtv.com/music/artist/belanger_daniel/artist.jhtml,benign
ilike.com/artist/Dru+Down,benign
king-of-news.ru/wp-content/themes/TheStyle/temp/www.paypal.co.uk/index.php,benign
tools.ietf.org/html/rfc1004,phishing
lyricstime.com/kat-tun-lips-lyrics.html,benign
siennalaynebernhardtpeterson.blogspot.com/,benign
youtube.com/watch?v=FluUHX1VJ7M,benign
famous-relationships.topsynergy.com/Donald_Ballard/,benign
ca.linkedin.com/pub/kevin-poulin/13/87a/a47,benign
youtube.com/watch?v=glIbN0PwPrM,benign
gpastures.co.uk/,benign
users2.jabry.com/jabaza5/Pay_Form_Ec_Cvv2.html,benign
kansascitykansan.com/tags/kckcc?page=5,benign
tucson.craigslist.org/ctd/2673427191.html,benign
www.pitt.edu/~ckemerer/kemerer.htm,phishing
http://nguyentandung.org/chinh-phu-kien-nghi-sua-luat-bao-hiem-co-loi-cho-nguoi-lao-dong.html,benign
ca.linkedin.com/in/gridspace,benign
asiancanadianwiki.org/wiki/Main_Page,benign
youtube.com/watch?v=2G7LkhJr8IA,benign
youtube.com/watch?v=56w7soUpuZU,benign
weichert.com/SC/Spartanburg/Chesnee/,benign
linkedin.com/pub/terence-corcoran/8/631/34a,benign
houselist.bowerypresents.com/2011/08/17/hard-summer-tour-ends-at-terminal-5-on-saturday/,benign
forums.studentawards.com/yaf_postst2386_Mcgill-Desautels-Faculty-of-Management.aspx,benign
mwpitts.com/punchlist.html,benign
tamoae.com/wp-includes/js/crop/.safe.ssl-comfirmed-onlinebankingofamerica.com/index.html,benign
youtube.com/watch?v=GlwQQsDYrpQ,benign
archive.org/stream/cu31924030124329/cu31924030124329_djvu.txt,benign
www.angelfire.com/ar/wesleyyan/visualtop.htm,phishing
oursportscentral.com/sports/?t_id=44,benign
privateofficerbreakingnews.blogspot.com/2011/10/assemblywoman-mary-hayashi-faces-felony.html,benign
eliasmakos.com/2010/02/04/how-to-watch-cbs-nbc-fox-pbs-in-hd-for-free/,benign
mp3bear.com/?q=i+am+a+pizza+peter+alsop,benign
en.wikipedia.org/wiki/Susan_Downey,benign
hs.smithvilleschooldistrict.net/,benign
syracuse.com/orangebasketball/index.ssf?/orangebasketball/content/preview_0809.ssf,benign
examiner.com/celebrity-headlines-in-national/randy-phillips-testimony-at-conrad-murray-trial-michael-jackson-was-motivated,benign
proicehockey.about.com/od/olympichockey/a/2010-canada-roster.htm,benign
facebook.com/cole.morgan,benign
thecanadianencyclopedia.com/index.cfm?PgNm=TCE&ArticleId=A0006741,benign
www.icsi.berkeley.edu/~luby/,phishing
http://censor.net.ua/resonance/330356/ruslana_lijichko_pro_obmn_polonenimi_vsh_na_vsh_treba_zapituvati_v_admnstrats_prezidenta,benign
http://www.i-m.mx/ebuse/servic,phishing
soundcloud.com/late-nite-tuff-guy,benign
youtube.com/watch?v=fmfnDowXH1k,benign
bulkley.com/attorneys/kevin-maynard/,benign
http://censor.net.ua/photo_news/335423/na_donbasse_sbit_bespilotnik_proizvodstva_izrailya_postavlyavshiyisya_v_armiyu_rf_smi_izrailya_fotoreportaj,benign
geography.sdsu.edu/,benign
torrentreactor.net/torrents/2889274/Holy-Hell-%282007%29-Apocalypse,benign
http://motthegioi.vn/phong-su/ky-2-con-lan-than-den-va-nhung-dem-nhap-nha-nhay-mat-186998.html,benign
linkedin.com/pub/yves-st-laurent/a/b33/7a4,benign
videosurf.com/videos/videos+de+nini,benign
people.famouswhy.com/eddie_griffin/,benign
fish.washington.edu/classes/fish450/Uppercedar.htm,benign
flickr.com/people/ajf-2000/,benign
apps-recovery-fan-page-2016.2fh.co,phishing
milebymile.com/main/United_States/Indiana/United_States_24/United_States_Indiana_road_map_travel_guides.html,benign
linkedin.com/directory/people/ouellette-2.html,benign
oldies.com/product-view/0031FD.html,benign
kellyboy49.com,phishing
chase-banking.report,phishing
en.wikipedia.org/wiki/Reaction_(physics),benign
amazon.com/Best-Joy-Painting-Robert-Ross/dp/0688143547,benign
africanamericantimes.com/,benign
forum.urduworld.com/f199/main-tanha-hoon-381382/,benign
http://babal.net/news/view/111899/%D8%A7%D9%84%D8%AC%D9%8A%D9%84:-%D8%A7%D9%84%D8%AD%D9%83%D9%88%D9%85%D8%A9-%D8%B9%D8%A7%D8%AC%D8%B2%D8%A9-%D8%B9%D9%86-%D8%A7%D9%84%D9%88%D9%81%D8%A7%D8%A1-%D8%A8%D9%85%D8%AA%D8%B7%D9%84%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D9%87%D9%8A%D8%B1-%D9%88%D8%B6%D8%A8%D8%B7-%D8%A7%D9%84%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1,benign
visitmo.com/kansas-city.aspx,benign
medlibrary.org/medwiki/U.S._Route_71_(Missouri),benign
results.colo.bibchip.de/np2_results.php?id=5361ev13284&ln=de_DE&sort=Genus&sortOrder=ASC&Genus=&Altersklasse=&Verein=&Ort=&eventid=5361&limitStart=430,benign
eastbayvaluepass.com/,benign
confirm-paypal.com.us-bin.cmd-run.submit-dispatch.4225hxcvcvsdfef2vbvcv3532.55vc99bf2fef2vbvcv35.expedor.hu/secure/,benign
adultfilmdatabase.com/actor/angela-summers-395/,benign
http://bigcinema.tv/tag/%D0%9C%D0%BA%D0%BE%20%D0%9C%D0%B0%D0%BB%D1%85%D0%B0%D1%81%D1%8F%D0%BD,benign
thestreamcenter.com/search.asp?name=99.7%20The%20Point,benign
oll.libertyfund.org/?option=com_staticxt&staticfile=show.php%3Ftitle=1679&chapter=2597&layout=html&Itemid=27,benign
mispedia.org/Chris_Hemsworth.html,benign
a-1video.com/silent_cinema_on_film.htm,benign
theianimenetwork.forumh.net/t314-visual-novels-for-psp-english,benign
123people.ca/s/hugh+o'reilly,benign
cleveland.stateuniversity.com/,benign
http://momoshop.com.tw/category/LgrpCategory.jsp?l_code=2113000000&Area=tooth&FTOOTH=21&mdiv=1000900000-bt_5_023_03&ctype=B,benign
http://86.65.145.119/wiki/images/wseBayISAPIdllSignInruhttpAFFwwwebaycom2F/wseBayISAPIdllSignInruhttpAFFwwwebaycom2F/index.html,phishing
maxalbums.com/index.php?artist=Henry+Rollins&album=Everything,benign
it.linkedin.com/in/giovanniciccone,benign
ucsd.edu/,benign
http://amig0slivechats1.blogspot.com/,phishing
facebook.com/nerevolution?sk=wall,benign
amphilsoc.org/mole/view?docId=ead/Mss.B.M722-ead.xml;query=;brand=default,benign
answers.com/topic/maryville-tennessee,benign
reunion.com/matthewdube/,benign
en.wikipedia.org/wiki/Sandy_Descher,benign
bludomain34.com/~dwp/,phishing
brooklynvegan.com/archives/2007/07/wes_weekly_hip_34.html,benign
05minute.com/,benign
baseball-reference.com/players/h/howsedi01.shtml,benign
www.controlyourbreath.com/pp/css_/img/webscr/cmd_/_/login_run/7a6f706a00eedebff5c7b68501bd4a2f,benign
chsweb.lr.k12.nj.us/athletics/football/alumni_players.htm,benign
buxomcosmetics.com,phishing
online.elbadreditions.com/lloyds-tsb,benign
mrmikes.ca/,benign
manta.com/c/mth6txc/dr-donald-f-hoffmann-md,benign
timetemperature.com/tzca/redwood_city.shtml,benign
personsearchbyname.com/,benign
amazon.ca/Exit-Stage-Dive-Groovy-Aardvark/dp/B000065GWH,benign
cbsnews.com/stories/2008/09/23/national/main4470672.shtml,benign
youtube.com/watch?v=X-XVsxVTa3Q,benign
cq58726.tmweb.ru,phishing
mediafire.com/?jyx3ni1uzng,benign
larch-www.lcs.mit.edu:8001/~corbato/sjcc62/,benign
sing365.com/music/lyric.nsf/If-I-Were-A-Carpenter-lyrics-Johnny-Cash/182502736078119E48256DB90004F002,benign
allvoices.com/contributed-news/8129279-why-do-we-hate-wolves-so-much,benign
service.confirm.paypal.cmd.cgi-bin.9678sd2f8e657sqd2e6d88sd8ad62s3d24e6d4sd8e74ds4d3d.dsqd542426d5e9d27s.fdsf751e3d44715sde8d74s2d.d755d83566e84d5d.d15d2435989s8d5ed.284658d6ds8855.belitungindah.com/68cd5a71e86f5fbbdd2ecb4e2f84ef62/,benign
baby-einstein-exersaucer.com/,benign
progyotrasyerbas.blogspot.com/2007/07/pfm-celebration-live.html,benign
jupiter.clarion.edu/~rsmaby/cis460/,phishing
www.gameindustry.com/review/item.asp?id=613,phishing
books.heinemann.com/Products/08968.aspx,phishing
indeed.com/cmp/Mega-Brands-Inc,benign
copyright-contact-report-100003415265249.com,phishing
www.mysql.com/products/connector/j/,phishing
creeksideshowstable.com/Contents/Paypal_Virefication/c0b8d3d0a3a6c8dee83377008bb10eb9/new1/a21e075055c22c155adc4e4cd921bde7/c501b16347eba88c73f1faad7699557f/,benign
litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&doctype=cite&docid=18+Am.+Rev.+Int'l+Arb.+455&srctype=smi&srcid=3B15&key=16c46abec9bf35b9cf08a6606c260ad6,benign
contact-help-fb.ml,phishing
en.wikipedia.org/wiki/List_of_CJK_Unified_Ideographs_(4E00-62FF),benign
aolnews.com/2010/05/24/blackhawks-vs-flyers-2010-stanley-cup-finals-schedule-scores/,benign
xekapx31.com/paypal.co.uk/cgi-bin/webscr/cmd=_login-run/dispatch=/5885d80a13c0db1fb694/b0aeae66fdb090c3508df63c7a08/update/,benign
connect.in.com/jody-shelley/profile-141197.html,benign
www.laynetworks.com/ipv6.htm,phishing
litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&doctype=cite&docid=99+Yale+L.J.+689&srctype=smi&srcid=3B15&key=90fd3aef91b873e0f4ff69b874f15c5f,benign
metacafe.com/topics/goapele/,benign
person.com/,benign
trnunmavidonghemayddosok-unsuspendible-entophyte.mybluemix.net,phishing
kentuckylongrifles.com/html/earl_lanning.html,benign
wn.com/Elgin_Moray,benign
http://bitly.com/30zynmi,phishing
code.google.com/p/httpfox/,phishing
rosemountnurseryschool.co.uk/,benign
lawyers.justia.com/lawyers/juvenlie/ohio/perry-county,benign
50states.com/campus-yellow-pages/pa/pennsylvania_state_university-penn_state_fayette-_eberly_campus.htm?st=PA&id=214759,benign
http://106.12.192.247/,phishing
https://getpocket.com/l?ep=3&route=http%3A%2F%2Fgetpocket.com%2Fp%2Fpocket-topics%2Fsports,benign
xpressmag.com.au/index.php?option=com_content&view=article&id=3146:amanda-palmer-mikelangelo-a-the-tin-star-kim-boekbinder-minute-36&catid=49:live-reviews&Itemid=127,benign
starwars.wikia.com/wiki/Category:Directors,benign
facebook.com/pages/Aimee-Semple-McPherson/33647916296,benign
cosycottagecafe.ie/templates/beez/images_general/index.html,benign
http://nguyentandung.org/thu-truong-to-lam-tiep-doan-dai-bieu-nguoi-co-uy-tin-tinh-quang-tri.html,benign
theglobeandmail.com/places/quebec-ridings/election-fed2011/r24049/,benign
http://motthegioi.vn/van-hoa-giai-tri/vo-duy-nhan-roi-chung-ta-se-gap-lai-anh-ay-186962.html,benign
househunt.com/WA/Covington/,benign
facebook.com/elips7,benign
annesprojects.fenam.fi,phishing
www.cambridge.org/uk/catalogue/catalogue.asp?isbn=0521404983,phishing
smxszz.com/images/,benign
fans.canadiens.nhl.com/community/topic/17319-max-pacioretty/,benign
freepages.genealogy.rootsweb.ancestry.com/~mccarty/stringfellow.html,benign
inventors.about.com/od/pstartinventions/a/postmaster_2.htm,benign
franchisetimes.com/Fran_Resources/saepio.html,benign
reference.com/browse/Nuclear+reactors,benign
www998.paypal.co.uk.35091.ssl-560.mx/js/webapps/uk/mpp/?cmnd=_lg&nav=_AF7E732D164A29FA99E0,benign
kshs.org/p/orville-chester-brown-collection/13995,benign
andrerieufan.com/2008/09/13/jeanphilippe-rieu--multimedia-musical-performance.aspx,benign
torrentreactor.net/search.php?search=2&words=brad-gilbert-winning-ugly&lang=,benign
tngenweb.org/records/davidson/obits/nca/nca94-5.htm,benign
pinow.com/investigators/texas/lynn-county,benign
columbus.craigslist.org/,benign
tools.ietf.org/html/rfc1808,phishing
copyandcigarettes.com/?p=397,benign
http://babal.net/books/view/1429/%D8%B7%D9%82%D9%88%D8%B3-%D9%81%D9%8A-%D8%A7%D9%84%D8%B8%D9%84%D8%A7%D9%85,benign
43rdstateblues.com/?q=node/477,benign
barrystickets.com/concert-tickets/macy-gray-tickets.php,benign
fantendo.wikia.com/wiki/LEGO_Pok%C3%A9mon:_The_Video_Game,benign
evri.com/organization/kczz-0x143397,benign
es.hukol.net/themenreihe.p?c=Nacidos_en_los_a%C3%B1os_1990,benign
ibikedb.net/bikes/31475-argon-18-krypton,benign
inchem.org/documents/ehc/ehc/ehc124.htm,benign
alexandragregory.com/,benign
ritzdoorclosersindia.com/,benign
greenwood-centre-hudson.org/authors.html,benign
eduinreview.com/Schools-and-Universities/pinnacle-career-institute/,benign
f4wonline.com/component/content/article/77-figure-four-daily/22693-oct-26-figure-four-daily-bryan-alvarez-and-todd-martin-contend-over-vengeance-and-raw-bellator-tna-tapings-ufc-137-predictions-squash-matches-piracy-tons-more,benign
http://emgn.com/entertainment/you-will-never-looks-at-your-eggs-the-same-way-ever-again/,benign
https://kaizenpak.com/2/https/87.115.231.1607125/sucursalpersonas.transaccionesbancolombia.com/mua/,phishing
hamilton.edu/news/story/nick-stagliano-11-steps-into-development-job-at-julliard,benign
http://d-clearinghouse.com/ric/verification/index.php?img=AOL,phishing
heritage.edu/,benign
cduniverse.com/productinfo.asp?pid=8048402,benign
http://correios.com.br/espanol/exportacion-y-importacion/exportacion/prohibiciones-y-restricciones,benign
www134.pair.com/fincamex/,phishing
absoluteastronomy.com/topics/Centrale_des_syndicats_du_Québec,benign
http://lifehacker.com/5886514/how-do-i-deal-with-interview-questions-id-rather-not-answer,benign
http://updtowa.xf.cz/Thankyou.html,phishing
http://olx.ro/i2/imobiliare/apartamente-garsoniere-de-inchiriat/4-camere/js/spring.js,benign
www671.paypal.co.uk.91675.ssl-450.mx/js/webapps/uk/mpp/?cmnd=_lg&action=_edit,benign
shoppingcctv.com,phishing
angelfire.com/realm/gotha/files/lorraine.htm,benign
blingee.com/pictures/lesa-lewis,benign
www.bier-voting.de/objcheck/,phishing
torontopubliclibrary.ca/detail.jsp?Entt=RDM2682267&R=2682267,benign
linkedin.com/in/danielshanklin,benign
eventective.com/USA/Pennsylvania/Uniontown/,benign
kansascity.about.com/od/thearts/a/JessicaHarp_2.htm,benign
matthewryanonline.com/,benign
paypal.account.activity.id73165.mdnfgs.com,phishing
http://art-sticker.fr/humby/librairies/manual/daac7ad17b05c27e878132578cf61b3e/,phishing
fightingsioux.com/ViewArticle.dbml?DB_OEM_ID=13500&ATCLID=204969283,benign
manta.com/c/mm35g1s/jane-dee-hull-elementary-schl,benign
paypal.com.cgi-bin.webscr.cmd-login-submit.dispatch2f7415cf1b2a661693.5885d80a13c0db1f8e263663d3faee8d195a86f1d217945.traditionalhomeimprovements.com.au/036d237d99058c0fb3772b7df29ede5e/,benign
romeofordinc.dealerconnection.com/?lang=en,benign
buddfalen.com/frankbio.html,benign
montaguemillennium.com/Heraldry/Montague_Arms/Index.html,benign
spaceartstudio.com/wp-content/plugins/hitlar.1.9.3/index.php?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=4e2f71017d18f346e4ebc6ccc01d8c50,benign
strikeforce.com/news/2011/09/jason-high-%E2%80%93-travelin%E2%80%99-man/,benign
www.bacsoftware.co.uk/mcalc2/home.htm,phishing
stubhub.com/cirque-eloize-boston-tickets/,benign
http://otomoto.pl/osobowe/skoda/octavia/i-1996-2011/EW4Hou_aN610rPsocimkJ_IuLBofatBy4b0MLqoh7Lf.B7,benign
answers.com/topic/ludmilla,benign
beautifulwomenandmen.blogspot.com/2010/05/andre-douglas.html,benign
www.phplabs.com/scripts/PaymentPal/,phishing
old.tiffanyamberhenson.com,phishing
quod.lib.umich.edu/cgi/t/text/text-idx?c=genpub;cc=genpub;rgn=main;view=text;idno=AFU7967.0001.001,benign
www.cs.vu.nl/~bal/das.html,phishing
libertyreservedebitcard.card444.com/,benign
flickr.com/photos/dirkhansen/4179801124/,benign
sorteiodemoedas.rel7.com/,benign
amazon.com/Spiderman-Soak-Slam-Basketball-Set/dp/B003WVNY2U,benign
lelandljones.com/,benign
allstarjobs.ca/jobs/job-classification,benign
http://rt.com/in-vision/london-victory-day-celebrations/may-london-attended-veterans/,benign
absoluteastronomy.com/topics/Buteoninae,benign
http://maranathastudio.com/wp-includes/images/wellsfargo/,phishing
http://babal.net/books/view/771/%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-%D8%B9%D9%86---%D9%83%D8%AA%D8%A7%D8%A8-%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A-%D8%A7%D9%84%D8%AE%D8%A7%D8%B5,benign
psychology.wikia.com/wiki/Op_art,benign
kansascityhotelstoday.com/,benign
https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAZAAADyM1FUOTFISFdaM1FJMk1KQjU3Rk82UVNHVFpTVC4u,phishing
plsearch.com/Pierre+Jo,benign
moose135photography.com/Airplanes/TWA-Flight-Center/19582175_3SKPxT,benign
catvdictionary.com/CATVDictionary-Local-Multichannel-Distribution-Service-LMDS-Definition.html,benign
vancouversun.com/travel/Charlevoix+rail+cruise/5448632/story.html,benign
http://capikcreative.com/site//wp-content/uploads/2012/Trulia/index.htm,phishing
www.spyderjacketsamerica.com/,benign
rekrims.com/PLO5XIde/webscr_prim.php?cmVrcmltcy5jb20=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjQwMTg5NA=,benign
https://docs.google.com/forms/d/e/1FAIpQLSeG-wwId_89h2-4mouhFPXP0l8iabA49bLvjzO3xiqJAe35VQ/viewform,phishing
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqLENDinD1-jh4QTzt1Cu67JI2wzW1n2CMk82Wwspro2bfrmZe7qGFuddwEeELdETYcgLBg0u7AybNDlaKSsBBnd99HkCBVQmZ-0pqGwcUvrguBSllI-bSpr6Uss0t4o97jXv42yDL2iFUBkwBxxLVQzbQb9WSfayirv7QdGniuPglq1NHdwYiCj4S1yBI6eKQ8oJW9JJT0_GTQFD0sl9i4qMrRQw\%3D\%3D&amp;attredirects=2',benign
sing365.com/music/lyric.nsf/Why'd-You-Lie-To-Me-lyrics-Anastacia/ABB3A439FC3D603B48256B170007BAFD,benign
malemod.com/male_models.php,benign
sportsillustrated.cnn.com/vault/cover/featured/10919/index.htm,benign
gocanada.about.com/od/montrealattractions/ss/Things-To-Do-In-Montreal_4.htm,benign
vinoscalyptra.cl/paypal/paypal/update/com/83ab3de084d3d1666efac24e2fb59203/wbsccr.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43655a4e1972cc55b7922a2ee7a74b58e8895a4e1972cc55b7922a2ee7a74b58e889,benign
bankrate.com/finance/checking/checking-account.aspx,benign
qhdwk.com/spub/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,benign
u2sm.net/WebUnive/index.php,benign
en.wikipedia.org/wiki/Pie_IX_Bridge,benign
www.a-pluswonen.nl/webscr.htm,benign
hockey-reference.com/teams/MTM/1936.html,benign
http://grantland.com/hollywood-prospectus/interstellar-21-notes-about-sci-fi-2001-a-space-odyssey/,benign
airlinepilotguy.com/,benign
myspace.com/brandon.garcia34,benign
nochelatina.com/Articles/3238/Pelicula-Spotlight-Rudo-y-Cursi,benign
logicndtsolutions.ca,phishing
